areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumCasesBySpecimenDate,cumDeaths28DaysByDeathDate,hospitalCases
E92000001,England,nation,2023-08-08,,20868384,,
E92000001,England,nation,2023-08-07,,20867771,,
E92000001,England,nation,2023-08-06,,20866863,,
E92000001,England,nation,2023-08-05,,20866077,,
E92000001,England,nation,2023-08-04,,20865416,,1844
E92000001,England,nation,2023-08-03,,20864716,,1785
E92000001,England,nation,2023-08-02,,20863994,,1743
E92000001,England,nation,2023-08-01,,20863219,,1677
E92000001,England,nation,2023-07-31,,20862403,,1607
E92000001,England,nation,2023-07-30,,20861570,,1526
E92000001,England,nation,2023-07-29,,20860827,,1445
E92000001,England,nation,2023-07-28,,20860203,,1440
E92000001,England,nation,2023-07-27,,20859582,,1382
E92000001,England,nation,2023-07-26,,20858968,,1371
E92000001,England,nation,2023-07-25,,20858350,,1287
E92000001,England,nation,2023-07-24,,20857708,,1191
E92000001,England,nation,2023-07-23,,20857080,,1079
E92000001,England,nation,2023-07-22,,20856587,,1107
E92000001,England,nation,2023-07-21,,20856176,,1125
E92000001,England,nation,2023-07-20,,20855732,,1060
E92000001,England,nation,2023-07-19,,20855236,,1081
E92000001,England,nation,2023-07-18,,20854770,,1097
E92000001,England,nation,2023-07-17,,20854253,,1130
E92000001,England,nation,2023-07-16,,20853763,,1101
E92000001,England,nation,2023-07-15,,20853380,,1073
E92000001,England,nation,2023-07-14,,20853042,,1066
E92000001,England,nation,2023-07-13,,20852702,,1078
E92000001,England,nation,2023-07-12,,20852285,,1083
E92000001,England,nation,2023-07-11,,20851867,,1049
E92000001,England,nation,2023-07-10,,20851418,,1055
E92000001,England,nation,2023-07-09,,20850961,,1055
E92000001,England,nation,2023-07-08,,20850569,,1049
E92000001,England,nation,2023-07-07,,20850261,,1037
E92000001,England,nation,2023-07-06,,20849912,,1045
E92000001,England,nation,2023-07-05,,20849598,,1067
E92000001,England,nation,2023-07-04,,20849253,,1107
E92000001,England,nation,2023-07-03,,20848944,193016,1118
E92000001,England,nation,2023-07-02,,20848599,193014,1137
E92000001,England,nation,2023-07-01,,20848335,193001,1138
E92000001,England,nation,2023-06-30,,20848126,192993,1163
E92000001,England,nation,2023-06-29,,20847890,192984,1221
E92000001,England,nation,2023-06-28,,20847638,192970,1314
E92000001,England,nation,2023-06-27,,20847341,192963,1321
E92000001,England,nation,2023-06-26,,20847046,192948,1372
E92000001,England,nation,2023-06-25,,20846741,192932,1375
E92000001,England,nation,2023-06-24,,20846438,192906,1415
E92000001,England,nation,2023-06-23,,20846179,192893,1476
E92000001,England,nation,2023-06-22,,20845890,192874,1604
E92000001,England,nation,2023-06-21,,20845545,192860,1670
E92000001,England,nation,2023-06-20,,20845174,192842,1750
E92000001,England,nation,2023-06-19,,20844778,192817,1843
E92000001,England,nation,2023-06-18,,20844357,192800,1869
E92000001,England,nation,2023-06-17,,20844007,192785,1916
E92000001,England,nation,2023-06-16,,20843674,192763,1991
E92000001,England,nation,2023-06-15,,20843334,192728,2048
E92000001,England,nation,2023-06-14,,20842949,192701,2129
E92000001,England,nation,2023-06-13,,20842486,192671,2149
E92000001,England,nation,2023-06-12,,20841977,192642,2212
E92000001,England,nation,2023-06-11,,20841393,192613,2187
E92000001,England,nation,2023-06-10,,20840877,192579,2200
E92000001,England,nation,2023-06-09,,20840495,192554,2268
E92000001,England,nation,2023-06-08,,20840027,192522,2315
E92000001,England,nation,2023-06-07,,20839449,192493,2330
E92000001,England,nation,2023-06-06,,20838767,192459,2382
E92000001,England,nation,2023-06-05,,20838010,192421,2452
E92000001,England,nation,2023-06-04,,20837204,192389,2453
E92000001,England,nation,2023-06-03,,20836590,192359,2432
E92000001,England,nation,2023-06-02,,20836119,192324,2588
E92000001,England,nation,2023-06-01,,20835541,192292,2596
E92000001,England,nation,2023-05-31,77,20834867,192248,2780
E92000001,England,nation,2023-05-30,69,20834055,192219,2775
E92000001,England,nation,2023-05-29,67,20833275,192176,2831
E92000001,England,nation,2023-05-28,75,20832530,192133,2772
E92000001,England,nation,2023-05-27,79,20831936,192098,2820
E92000001,England,nation,2023-05-26,79,20831369,192055,2983
E92000001,England,nation,2023-05-25,82,20830662,192010,3009
E92000001,England,nation,2023-05-24,81,20829841,191977,3116
E92000001,England,nation,2023-05-23,85,20828920,191935,3114
E92000001,England,nation,2023-05-22,81,20827879,191883,3133
E92000001,England,nation,2023-05-21,84,20826784,191840,3207
E92000001,England,nation,2023-05-20,88,20825903,191807,3246
E92000001,England,nation,2023-05-19,92,20825186,191768,3362
E92000001,England,nation,2023-05-18,90,20824304,191715,3471
E92000001,England,nation,2023-05-17,89,20823330,191667,3550
E92000001,England,nation,2023-05-16,102,20822339,191615,3632
E92000001,England,nation,2023-05-15,96,20821270,191564,3719
E92000001,England,nation,2023-05-14,99,20820133,191510,3802
E92000001,England,nation,2023-05-13,105,20819103,191457,3825
E92000001,England,nation,2023-05-12,102,20818321,191422,3928
E92000001,England,nation,2023-05-11,88,20817373,191371,3980
E92000001,England,nation,2023-05-10,100,20816177,191317,4207
E92000001,England,nation,2023-05-09,97,20814910,191267,4223
E92000001,England,nation,2023-05-08,102,20813464,191213,4292
E92000001,England,nation,2023-05-07,107,20812136,191151,4224
E92000001,England,nation,2023-05-06,104,20811029,191086,4253
E92000001,England,nation,2023-05-05,100,20810095,191029,4350
E92000001,England,nation,2023-05-04,113,20808897,190976,4431
E92000001,England,nation,2023-05-03,124,20807419,190920,4585
E92000001,England,nation,2023-05-02,118,20805894,190843,4646
E92000001,England,nation,2023-05-01,110,20804117,190768,4592
E92000001,England,nation,2023-04-30,110,20802467,190716,4554
E92000001,England,nation,2023-04-29,94,20801227,190658,4395
E92000001,England,nation,2023-04-28,94,20800017,190578,4631
E92000001,England,nation,2023-04-27,105,20798648,190519,4710
E92000001,England,nation,2023-04-26,101,20797134,190451,4809
E92000001,England,nation,2023-04-25,96,20795565,190369,4924
E92000001,England,nation,2023-04-24,99,20793961,190306,5043
E92000001,England,nation,2023-04-23,120,20792255,190244,4978
E92000001,England,nation,2023-04-22,109,20790823,190158,4988
E92000001,England,nation,2023-04-21,112,20789633,190081,5182
E92000001,England,nation,2023-04-20,114,20788290,189984,5412
E92000001,England,nation,2023-04-19,118,20786802,189909,5590
E92000001,England,nation,2023-04-18,126,20785100,189813,5619
E92000001,England,nation,2023-04-17,134,20783297,189730,5756
E92000001,England,nation,2023-04-16,152,20781237,189638,5764
E92000001,England,nation,2023-04-15,142,20779449,189541,5793
E92000001,England,nation,2023-04-14,143,20778178,189463,6013
E92000001,England,nation,2023-04-13,138,20776625,189368,6277
E92000001,England,nation,2023-04-12,135,20774745,189273,6428
E92000001,England,nation,2023-04-11,138,20772691,189173,6593
E92000001,England,nation,2023-04-10,143,20770410,189080,7029
E92000001,England,nation,2023-04-09,136,20768277,188972,6372
E92000001,England,nation,2023-04-08,145,20766634,188871,6462
E92000001,England,nation,2023-04-07,144,20765103,188772,6599
E92000001,England,nation,2023-04-06,137,20763504,188651,6829
E92000001,England,nation,2023-04-05,165,20761539,188526,7005
E92000001,England,nation,2023-04-04,165,20759302,188437,7455
E92000001,England,nation,2023-04-03,166,20757117,188304,7566
E92000001,England,nation,2023-04-02,170,20754661,188197,7556
E92000001,England,nation,2023-04-01,164,20752412,188101,7520
E92000001,England,nation,2023-03-31,186,20750329,187996,7759
E92000001,England,nation,2023-03-30,193,20747820,187887,7777
E92000001,England,nation,2023-03-29,192,20744770,187742,7963
E92000001,England,nation,2023-03-28,185,20741332,187615,8080
E92000001,England,nation,2023-03-27,179,20737735,187478,8316
E92000001,England,nation,2023-03-26,179,20733811,187350,8265
E92000001,England,nation,2023-03-25,178,20730655,187239,8234
E92000001,England,nation,2023-03-24,170,20727907,187098,8304
E92000001,England,nation,2023-03-23,176,20724163,186969,8403
E92000001,England,nation,2023-03-22,172,20720194,186850,8387
E92000001,England,nation,2023-03-21,173,20715870,186717,8576
E92000001,England,nation,2023-03-20,175,20711123,186574,8631
E92000001,England,nation,2023-03-19,174,20706394,186456,8441
E92000001,England,nation,2023-03-18,176,20702711,186338,8339
E92000001,England,nation,2023-03-17,172,20699606,186215,8340
E92000001,England,nation,2023-03-16,179,20695889,186076,8378
E92000001,England,nation,2023-03-15,184,20691538,185930,8434
E92000001,England,nation,2023-03-14,183,20687167,185789,8362
E92000001,England,nation,2023-03-13,174,20682095,185664,8253
E92000001,England,nation,2023-03-12,188,20676806,185537,7989
E92000001,England,nation,2023-03-11,167,20672780,185399,7866
E92000001,England,nation,2023-03-10,180,20669696,185279,7935
E92000001,England,nation,2023-03-09,167,20666104,185147,7619
E92000001,England,nation,2023-03-08,166,20662143,185025,7655
E92000001,England,nation,2023-03-07,158,20657825,184895,7588
E92000001,England,nation,2023-03-06,152,20653370,184752,7572
E92000001,England,nation,2023-03-05,147,20648793,184634,7470
E92000001,England,nation,2023-03-04,141,20645638,184510,7330
E92000001,England,nation,2023-03-03,158,20643066,184386,7468
E92000001,England,nation,2023-03-02,166,20639645,184268,7522
E92000001,England,nation,2023-03-01,175,20636081,184144,7507
E92000001,England,nation,2023-02-28,169,20632109,184040,7598
E92000001,England,nation,2023-02-27,168,20627962,183928,7622
E92000001,England,nation,2023-02-26,163,20623644,183811,7580
E92000001,England,nation,2023-02-25,156,20620743,183698,7486
E92000001,England,nation,2023-02-24,156,20618215,183589,7598
E92000001,England,nation,2023-02-23,155,20615103,183468,8107
E92000001,England,nation,2023-02-22,164,20611628,183350,8015
E92000001,England,nation,2023-02-21,154,20607775,183228,7906
E92000001,England,nation,2023-02-20,149,20603449,183133,7919
E92000001,England,nation,2023-02-19,146,20598897,183027,7665
E92000001,England,nation,2023-02-18,137,20595463,182926,7484
E92000001,England,nation,2023-02-17,134,20592556,182825,7371
E92000001,England,nation,2023-02-16,139,20588776,182707,7277
E92000001,England,nation,2023-02-15,137,20584771,182614,7209
E92000001,England,nation,2023-02-14,140,20580877,182528,7031
E92000001,England,nation,2023-02-13,129,20576521,182440,6953
E92000001,England,nation,2023-02-12,123,20571974,182345,6725
E92000001,England,nation,2023-02-11,128,20569054,182254,6473
E92000001,England,nation,2023-02-10,133,20566658,182152,6455
E92000001,England,nation,2023-02-09,118,20563609,182040,6403
E92000001,England,nation,2023-02-08,117,20560566,181946,6382
E92000001,England,nation,2023-02-07,132,20557231,181835,6405
E92000001,England,nation,2023-02-06,128,20553836,181750,6484
E92000001,England,nation,2023-02-05,134,20550215,181677,6332
E92000001,England,nation,2023-02-04,137,20547599,181583,6203
E92000001,England,nation,2023-02-03,139,20545376,181506,6288
E92000001,England,nation,2023-02-02,142,20542625,181414,6197
E92000001,England,nation,2023-02-01,136,20539669,181313,6055
E92000001,England,nation,2023-01-31,136,20536455,181217,6015
E92000001,England,nation,2023-01-30,142,20533175,181116,5959
E92000001,England,nation,2023-01-29,145,20529905,181024,5834
E92000001,England,nation,2023-01-28,140,20527656,180943,5750
E92000001,England,nation,2023-01-27,131,20525854,180850,5708
E92000001,England,nation,2023-01-26,133,20523584,180752,5683
E92000001,England,nation,2023-01-25,126,20521246,180656,5632
E92000001,England,nation,2023-01-24,136,20518824,180567,5639
E92000001,England,nation,2023-01-23,142,20516274,180456,5817
E92000001,England,nation,2023-01-22,146,20513892,180355,5697
E92000001,England,nation,2023-01-21,138,20512145,180249,5706
E92000001,England,nation,2023-01-20,133,20510745,180135,5888
E92000001,England,nation,2023-01-19,142,20509046,180017,5996
E92000001,England,nation,2023-01-18,146,20507238,179894,6299
E92000001,England,nation,2023-01-17,148,20505337,179775,6593
E92000001,England,nation,2023-01-16,153,20503350,179649,6721
E92000001,England,nation,2023-01-15,137,20501043,179508,6780
E92000001,England,nation,2023-01-14,147,20499370,179377,6863
E92000001,England,nation,2023-01-13,166,20498043,179244,7164
E92000001,England,nation,2023-01-12,169,20496139,179124,7421
E92000001,England,nation,2023-01-11,182,20493935,178962,7743
E92000001,England,nation,2023-01-10,191,20491563,178822,8034
E92000001,England,nation,2023-01-09,195,20488761,178682,8368
E92000001,England,nation,2023-01-08,189,20485549,178530,8396
E92000001,England,nation,2023-01-07,202,20483048,178371,8547
E92000001,England,nation,2023-01-06,209,20480633,178227,8671
E92000001,England,nation,2023-01-05,202,20477222,178084,9072
E92000001,England,nation,2023-01-04,212,20473054,177916,9332
E92000001,England,nation,2023-01-03,218,20468045,177752,9291
E92000001,England,nation,2023-01-02,227,20462306,177589,9431
E92000001,England,nation,2023-01-01,220,20457670,177430,9417
E92000001,England,nation,2022-12-31,208,20454334,177255,9360
E92000001,England,nation,2022-12-30,223,20450443,177073,9530
E92000001,England,nation,2022-12-29,213,20444919,176889,9535
E92000001,England,nation,2022-12-28,209,20437966,176747,9459
E92000001,England,nation,2022-12-27,187,20430357,176580,9250
E92000001,England,nation,2022-12-26,178,20424380,176415,9178
E92000001,England,nation,2022-12-25,162,20419881,176273,8979
E92000001,England,nation,2022-12-24,177,20416499,176112,9044
E92000001,England,nation,2022-12-23,178,20412722,175955,9047
E92000001,England,nation,2022-12-22,180,20407497,175809,8919
E92000001,England,nation,2022-12-21,174,20401256,175690,8643
E92000001,England,nation,2022-12-20,171,20394214,175551,8340
E92000001,England,nation,2022-12-19,175,20386378,175402,8006
E92000001,England,nation,2022-12-18,166,20378138,175282,7688
E92000001,England,nation,2022-12-17,163,20372926,175165,7396
E92000001,England,nation,2022-12-16,156,20368653,175044,7157
E92000001,England,nation,2022-12-15,155,20363128,174929,6924
E92000001,England,nation,2022-12-14,150,20357579,174847,6720
E92000001,England,nation,2022-12-13,142,20351617,174756,6369
E92000001,England,nation,2022-12-12,129,20345134,174675,6171
E92000001,England,nation,2022-12-11,118,20338778,174584,6057
E92000001,England,nation,2022-12-10,112,20334555,174500,5920
E92000001,England,nation,2022-12-09,113,20331269,174417,5771
E92000001,England,nation,2022-12-08,118,20327445,174328,5632
E92000001,England,nation,2022-12-07,119,20323353,174254,5501
E92000001,England,nation,2022-12-06,127,20318713,174173,5382
E92000001,England,nation,2022-12-05,129,20313952,174094,5285
E92000001,England,nation,2022-12-04,127,20309102,174031,5155
E92000001,England,nation,2022-12-03,124,20305693,173974,5022
E92000001,England,nation,2022-12-02,135,20303212,173909,5027
E92000001,England,nation,2022-12-01,134,20299937,173838,4990
E92000001,England,nation,2022-11-30,128,20296723,173769,4964
E92000001,England,nation,2022-11-29,117,20293115,173713,4847
E92000001,England,nation,2022-11-28,111,20289143,173658,4775
E92000001,England,nation,2022-11-27,128,20284906,173589,4639
E92000001,England,nation,2022-11-26,125,20281754,173527,4568
E92000001,England,nation,2022-11-25,129,20279450,173458,4638
E92000001,England,nation,2022-11-24,122,20276812,173411,4701
E92000001,England,nation,2022-11-23,117,20273805,173344,4600
E92000001,England,nation,2022-11-22,134,20270565,173269,4678
E92000001,England,nation,2022-11-21,103,20267114,173197,4709
E92000001,England,nation,2022-11-20,120,20263565,173124,4706
E92000001,England,nation,2022-11-19,123,20260952,173060,4696
E92000001,England,nation,2022-11-18,129,20258746,172996,4771
E92000001,England,nation,2022-11-17,124,20256245,172921,4842
E92000001,England,nation,2022-11-16,122,20253542,172846,5010
E92000001,England,nation,2022-11-15,132,20250609,172788,5165
E92000001,England,nation,2022-11-14,130,20247449,172707,5284
E92000001,England,nation,2022-11-13,139,20243955,172622,5269
E92000001,England,nation,2022-11-12,139,20241308,172540,5258
E92000001,England,nation,2022-11-11,137,20239136,172462,5372
E92000001,England,nation,2022-11-10,149,20236574,172355,5547
E92000001,England,nation,2022-11-09,150,20233768,172280,5647
E92000001,England,nation,2022-11-08,150,20230583,172185,5905
E92000001,England,nation,2022-11-07,154,20227203,172086,6075
E92000001,England,nation,2022-11-06,152,20223324,171969,6234
E92000001,England,nation,2022-11-05,151,20220407,171871,6358
E92000001,England,nation,2022-11-04,161,20218033,171762,6641
E92000001,England,nation,2022-11-03,166,20215273,171660,6969
E92000001,England,nation,2022-11-02,175,20212012,171543,7296
E92000001,England,nation,2022-11-01,182,20208413,171438,7591
E92000001,England,nation,2022-10-31,181,20204322,171317,8019
E92000001,England,nation,2022-10-30,205,20199688,171201,8235
E92000001,England,nation,2022-10-29,214,20195861,171065,8324
E92000001,England,nation,2022-10-28,217,20192634,170933,8663
E92000001,England,nation,2022-10-27,220,20188718,170805,8860
E92000001,England,nation,2022-10-26,222,20184346,170677,9131
E92000001,England,nation,2022-10-25,229,20179422,170540,9373
E92000001,England,nation,2022-10-24,203,20174241,170405,9692
E92000001,England,nation,2022-10-23,195,20168094,170261,9755
E92000001,England,nation,2022-10-22,197,20163083,170122,9777
E92000001,England,nation,2022-10-21,194,20158556,169974,9935
E92000001,England,nation,2022-10-20,193,20152797,169812,10129
E92000001,England,nation,2022-10-19,206,20146722,169655,10387
E92000001,England,nation,2022-10-18,200,20139680,169517,10594
E92000001,England,nation,2022-10-17,207,20132015,169379,10688
E92000001,England,nation,2022-10-16,217,20122714,169223,10584
E92000001,England,nation,2022-10-15,221,20115457,169061,10502
E92000001,England,nation,2022-10-14,224,20109452,168925,10420
E92000001,England,nation,2022-10-13,232,20102109,168776,10524
E92000001,England,nation,2022-10-12,221,20094546,168645,10608
E92000001,England,nation,2022-10-11,224,20086423,168494,10522
E92000001,England,nation,2022-10-10,209,20077642,168349,10397
E92000001,England,nation,2022-10-09,201,20067807,168229,10181
E92000001,England,nation,2022-10-08,207,20059793,168101,10049
E92000001,England,nation,2022-10-07,199,20053212,167985,10070
E92000001,England,nation,2022-10-06,192,20044879,167859,9922
E92000001,England,nation,2022-10-05,195,20036060,167740,9631
E92000001,England,nation,2022-10-04,192,20026516,167615,9287
E92000001,England,nation,2022-10-03,189,20016270,167500,8854
E92000001,England,nation,2022-10-02,172,20005389,167397,8374
E92000001,England,nation,2022-10-01,161,19996766,167307,8069
E92000001,England,nation,2022-09-30,155,19990202,167214,7672
E92000001,England,nation,2022-09-29,160,19983103,167120,7281
E92000001,England,nation,2022-09-28,160,19975751,167030,7024
E92000001,England,nation,2022-09-27,161,19967945,166954,6758
E92000001,England,nation,2022-09-26,157,19960301,166875,6439
E92000001,England,nation,2022-09-25,160,19952260,166792,6045
E92000001,England,nation,2022-09-24,150,19945523,166726,5773
E92000001,England,nation,2022-09-23,153,19940214,166664,5604
E92000001,England,nation,2022-09-22,152,19934208,166606,5366
E92000001,England,nation,2022-09-21,145,19927914,166544,5142
E92000001,England,nation,2022-09-20,136,19920974,166496,4886
E92000001,England,nation,2022-09-19,123,19913774,166423,4696
E92000001,England,nation,2022-09-18,127,19908072,166359,4556
E92000001,England,nation,2022-09-17,117,19904129,166296,4467
E92000001,England,nation,2022-09-16,122,19900941,166241,4543
E92000001,England,nation,2022-09-15,132,19897212,166193,4571
E92000001,England,nation,2022-09-14,140,19893012,166135,4540
E92000001,England,nation,2022-09-13,148,19888559,166088,4630
E92000001,England,nation,2022-09-12,124,19883959,166027,4666
E92000001,England,nation,2022-09-11,132,19879202,165974,4692
E92000001,England,nation,2022-09-10,129,19875312,165929,4650
E92000001,England,nation,2022-09-09,122,19872451,165882,4797
E92000001,England,nation,2022-09-08,127,19869348,165835,4881
E92000001,England,nation,2022-09-07,117,19866098,165783,4864
E92000001,England,nation,2022-09-06,135,19862349,165720,5060
E92000001,England,nation,2022-09-05,127,19858409,165668,5221
E92000001,England,nation,2022-09-04,120,19854024,165603,5209
E92000001,England,nation,2022-09-03,135,19850265,165531,5183
E92000001,England,nation,2022-09-02,143,19847294,165475,5334
E92000001,England,nation,2022-09-01,152,19844055,165403,5554
E92000001,England,nation,2022-08-31,144,19840295,165335,5658
E92000001,England,nation,2022-08-30,141,19836321,165241,5743
E92000001,England,nation,2022-08-29,144,19831848,165178,5768
E92000001,England,nation,2022-08-28,138,19827912,165113,5717
E92000001,England,nation,2022-08-27,135,19825030,165035,5765
E92000001,England,nation,2022-08-26,135,19822424,164960,5845
E92000001,England,nation,2022-08-25,141,19819427,164888,6249
E92000001,England,nation,2022-08-24,150,19816161,164818,6302
E92000001,England,nation,2022-08-23,135,19812248,164750,6436
E92000001,England,nation,2022-08-22,162,19808172,164672,6803
E92000001,England,nation,2022-08-21,164,19803597,164583,6687
E92000001,England,nation,2022-08-20,166,19800050,164490,6760
E92000001,England,nation,2022-08-19,182,19796991,164394,7045
E92000001,England,nation,2022-08-18,184,19793499,164318,7421
E92000001,England,nation,2022-08-17,207,19789510,164230,7486
E92000001,England,nation,2022-08-16,195,19785089,164148,7832
E92000001,England,nation,2022-08-15,198,19780244,164043,8088
E92000001,England,nation,2022-08-14,191,19774638,163915,8158
E92000001,England,nation,2022-08-13,192,19769857,163808,7993
E92000001,England,nation,2022-08-12,196,19765879,163678,8072
E92000001,England,nation,2022-08-11,206,19761098,163544,8327
E92000001,England,nation,2022-08-10,216,19755652,163397,8487
E92000001,England,nation,2022-08-09,233,19749649,163281,8624
E92000001,England,nation,2022-08-08,222,19743187,163158,8888
E92000001,England,nation,2022-08-07,217,19735961,163030,8805
E92000001,England,nation,2022-08-06,221,19730064,162902,8806
E92000001,England,nation,2022-08-05,229,19725212,162786,9152
E92000001,England,nation,2022-08-04,231,19719353,162663,9498
E92000001,England,nation,2022-08-03,232,19712829,162543,9817
E92000001,England,nation,2022-08-02,240,19705410,162388,10177
E92000001,England,nation,2022-08-01,245,19697245,162238,10417
E92000001,England,nation,2022-07-31,232,19688431,162085,10431
E92000001,England,nation,2022-07-30,241,19680759,161944,10529
E92000001,England,nation,2022-07-29,253,19674147,161815,11149
E92000001,England,nation,2022-07-28,268,19666562,161643,11437
E92000001,England,nation,2022-07-27,273,19658223,161471,11914
E92000001,England,nation,2022-07-26,290,19648788,161326,12113
E92000001,England,nation,2022-07-25,303,19638306,161183,12529
E92000001,England,nation,2022-07-24,300,19626377,161036,12591
E92000001,England,nation,2022-07-23,279,19616161,160858,12475
E92000001,England,nation,2022-07-22,292,19607252,160701,13182
E92000001,England,nation,2022-07-21,283,19596075,160553,13375
E92000001,England,nation,2022-07-20,287,19583284,160402,13545
E92000001,England,nation,2022-07-19,318,19568751,160193,13837
E92000001,England,nation,2022-07-18,307,19553885,159890,14044
E92000001,England,nation,2022-07-17,292,19536966,159731,13840
E92000001,England,nation,2022-07-16,305,19521264,159537,13701
E92000001,England,nation,2022-07-15,287,19507587,159377,13975
E92000001,England,nation,2022-07-14,282,19490961,159236,13807
E92000001,England,nation,2022-07-13,274,19471621,159094,13741
E92000001,England,nation,2022-07-12,264,19449982,158936,13621
E92000001,England,nation,2022-07-11,264,19425605,158773,13336
E92000001,England,nation,2022-07-10,250,19398407,158624,12879
E92000001,England,nation,2022-07-09,229,19375361,158474,12440
E92000001,England,nation,2022-07-08,228,19356007,158329,12283
E92000001,England,nation,2022-07-07,232,19333834,158196,11878
E92000001,England,nation,2022-07-06,217,19309785,158076,11465
E92000001,England,nation,2022-07-05,229,19283044,157945,11049
E92000001,England,nation,2022-07-04,223,19254926,157832,10658
E92000001,England,nation,2022-07-03,218,19224538,157714,9956
E92000001,England,nation,2022-07-02,213,19199366,157617,9632
E92000001,England,nation,2022-07-01,219,19179780,157511,9389
E92000001,England,nation,2022-06-30,211,19158713,157419,8928
E92000001,England,nation,2022-06-29,200,19137200,157335,8587
E92000001,England,nation,2022-06-28,205,19115480,157250,8120
E92000001,England,nation,2022-06-27,192,19093611,157182,7822
E92000001,England,nation,2022-06-26,188,19071715,157109,7455
E92000001,England,nation,2022-06-25,177,19053676,157043,6973
E92000001,England,nation,2022-06-24,168,19039198,156972,6752
E92000001,England,nation,2022-06-23,154,19023572,156917,6401
E92000001,England,nation,2022-06-22,149,19006874,156845,6177
E92000001,England,nation,2022-06-21,149,18989110,156778,6002
E92000001,England,nation,2022-06-20,150,18971579,156722,5726
E92000001,England,nation,2022-06-19,139,18954661,156662,5436
E92000001,England,nation,2022-06-18,138,18940137,156604,5183
E92000001,England,nation,2022-06-17,120,18928503,156553,5037
E92000001,England,nation,2022-06-16,130,18916863,156501,5008
E92000001,England,nation,2022-06-15,132,18904948,156443,4843
E92000001,England,nation,2022-06-14,130,18892561,156397,4722
E92000001,England,nation,2022-06-13,128,18879901,156359,4602
E92000001,England,nation,2022-06-12,126,18866947,156322,4408
E92000001,England,nation,2022-06-11,125,18856229,156291,4257
E92000001,England,nation,2022-06-10,117,18847761,156248,4262
E92000001,England,nation,2022-06-09,127,18838608,156195,4082
E92000001,England,nation,2022-06-08,124,18829019,156159,4096
E92000001,England,nation,2022-06-07,116,18819067,156118,4108
E92000001,England,nation,2022-06-06,120,18809583,156078,4126
E92000001,England,nation,2022-06-05,113,18799785,156027,3965
E92000001,England,nation,2022-06-04,111,18791435,155982,3835
E92000001,England,nation,2022-06-03,125,18785157,155934,3849
E92000001,England,nation,2022-06-02,126,18779576,155899,3841
E92000001,England,nation,2022-06-01,123,18774495,155853,3800
E92000001,England,nation,2022-05-31,119,18768784,155813,4036
E92000001,England,nation,2022-05-30,121,18763050,155757,4091
E92000001,England,nation,2022-05-29,124,18757122,155698,4018
E92000001,England,nation,2022-05-28,127,18752435,155662,4013
E92000001,England,nation,2022-05-27,134,18748282,155608,4197
E92000001,England,nation,2022-05-26,134,18743788,155554,4365
E92000001,England,nation,2022-05-25,137,18738969,155491,4489
E92000001,England,nation,2022-05-24,142,18733780,155447,4639
E92000001,England,nation,2022-05-23,150,18728187,155402,5010
E92000001,England,nation,2022-05-22,156,18721939,155342,5047
E92000001,England,nation,2022-05-21,164,18716788,155280,5065
E92000001,England,nation,2022-05-20,171,18712545,155217,5187
E92000001,England,nation,2022-05-19,165,18707496,155150,5356
E92000001,England,nation,2022-05-18,161,18701711,155092,5425
E92000001,England,nation,2022-05-17,173,18695319,155035,5733
E92000001,England,nation,2022-05-16,159,18688486,154951,6024
E92000001,England,nation,2022-05-15,170,18680603,154883,6158
E92000001,England,nation,2022-05-14,168,18673873,154799,6147
E92000001,England,nation,2022-05-13,162,18668734,154716,6366
E92000001,England,nation,2022-05-12,162,18662940,154627,6602
E92000001,England,nation,2022-05-11,170,18656564,154526,7034
E92000001,England,nation,2022-05-10,175,18649299,154434,7363
E92000001,England,nation,2022-05-09,187,18641145,154325,7647
E92000001,England,nation,2022-05-08,199,18632269,154221,7715
E92000001,England,nation,2022-05-07,199,18624605,154115,7768
E92000001,England,nation,2022-05-06,211,18618251,153997,8170
E92000001,England,nation,2022-05-05,224,18610733,153873,8596
E92000001,England,nation,2022-05-04,241,18602141,153755,8950
E92000001,England,nation,2022-05-03,237,18592358,153630,9243
E92000001,England,nation,2022-05-02,248,18581203,153507,9326
E92000001,England,nation,2022-05-01,256,18570860,153367,9355
E92000001,England,nation,2022-04-30,265,18563142,153209,9499
E92000001,England,nation,2022-04-29,259,18556279,153043,9938
E92000001,England,nation,2022-04-28,252,18548287,152888,10432
E92000001,England,nation,2022-04-27,260,18539231,152718,10965
E92000001,England,nation,2022-04-26,276,18529111,152554,11320
E92000001,England,nation,2022-04-25,276,18517818,152399,11992
E92000001,England,nation,2022-04-24,287,18504415,152231,12083
E92000001,England,nation,2022-04-23,286,18492548,152070,12156
E92000001,England,nation,2022-04-22,283,18481975,151891,12883
E92000001,England,nation,2022-04-21,294,18469449,151699,13392
E92000001,England,nation,2022-04-20,309,18454929,151517,14164
E92000001,England,nation,2022-04-19,296,18437956,151307,14607
E92000001,England,nation,2022-04-18,274,18417361,151129,14183
E92000001,England,nation,2022-04-17,280,18396795,150903,14254
E92000001,England,nation,2022-04-16,285,18380533,150678,14335
E92000001,England,nation,2022-04-15,271,18364442,150449,14394
E92000001,England,nation,2022-04-14,299,18347136,150233,14955
E92000001,England,nation,2022-04-13,306,18325703,149994,15399
E92000001,England,nation,2022-04-12,339,18300196,149731,16131
E92000001,England,nation,2022-04-11,337,18272814,149478,16442
